,k1,k10,k11,k12,k13,k17,k18,k19,k2,k3,k5,k8,modified,fixed
473,0.02,1.0,0.01,0.01,1.0,100.0,50.0,425.0,1.0,0.01,1.0,1.0,k13,3
474,0.02,1.0,0.01,0.01,0.1,100.0,50.0,425.0,1.0,0.01,1.0,1.0,k13,1
475,0.02,1.0,0.01,0.01,0.16681005372000587,100.0,50.0,425.0,1.0,0.01,1.0,1.0,k13,1
476,0.02,1.0,0.01,0.01,0.2782559402207124,100.0,50.0,425.0,1.0,0.01,1.0,1.0,k13,1
477,0.02,1.0,0.01,0.01,0.46415888336127786,100.0,50.0,425.0,1.0,0.01,1.0,1.0,k13,1
478,0.02,1.0,0.01,0.01,0.774263682681127,100.0,50.0,425.0,1.0,0.01,1.0,1.0,k13,1
479,0.02,1.0,0.01,0.01,1.291549665014884,100.0,50.0,425.0,1.0,0.01,1.0,1.0,k13,3
480,0.02,1.0,0.01,0.01,2.1544346900318834,100.0,50.0,425.0,1.0,0.01,1.0,1.0,k13,1
481,0.02,1.0,0.01,0.01,3.593813663804626,100.0,50.0,425.0,1.0,0.01,1.0,1.0,k13,1
482,0.02,1.0,0.01,0.01,5.994842503189409,100.0,50.0,425.0,1.0,0.01,1.0,1.0,k13,1
483,0.02,1.0,0.01,0.01,10.0,100.0,50.0,425.0,1.0,0.01,1.0,1.0,k13,1
484,0.02,1.0,0.01,0.01,1.0,100.0,50.0,500.0,1.0,0.01,1.0,1.0,k13,3
485,0.02,1.0,0.01,0.01,0.1,100.0,50.0,500.0,1.0,0.01,1.0,1.0,k13,1
486,0.02,1.0,0.01,0.01,0.16681005372000587,100.0,50.0,500.0,1.0,0.01,1.0,1.0,k13,1
487,0.02,1.0,0.01,0.01,0.2782559402207124,100.0,50.0,500.0,1.0,0.01,1.0,1.0,k13,1
488,0.02,1.0,0.01,0.01,0.46415888336127786,100.0,50.0,500.0,1.0,0.01,1.0,1.0,k13,1
489,0.02,1.0,0.01,0.01,0.774263682681127,100.0,50.0,500.0,1.0,0.01,1.0,1.0,k13,3
490,0.02,1.0,0.01,0.01,1.291549665014884,100.0,50.0,500.0,1.0,0.01,1.0,1.0,k13,3
491,0.02,1.0,0.01,0.01,2.1544346900318834,100.0,50.0,500.0,1.0,0.01,1.0,1.0,k13,1
492,0.02,1.0,0.01,0.01,3.593813663804626,100.0,50.0,500.0,1.0,0.01,1.0,1.0,k13,1
493,0.02,1.0,0.01,0.01,5.994842503189409,100.0,50.0,500.0,1.0,0.01,1.0,1.0,k13,1
494,0.02,1.0,0.01,0.01,10.0,100.0,50.0,500.0,1.0,0.01,1.0,1.0,k13,1
495,0.02,1.0,0.01,0.01,1.0,100.0,50.0,200.0,1.0,0.01,1.0,1.0,k17,1
496,0.02,1.0,0.01,0.01,1.0,10.0,50.0,200.0,1.0,0.01,1.0,1.0,k17,1
497,0.02,1.0,0.01,0.01,1.0,16.68100537200059,50.0,200.0,1.0,0.01,1.0,1.0,k17,1
498,0.02,1.0,0.01,0.01,1.0,27.825594022071243,50.0,200.0,1.0,0.01,1.0,1.0,k17,1
499,0.02,1.0,0.01,0.01,1.0,46.41588833612777,50.0,200.0,1.0,0.01,1.0,1.0,k17,1
500,0.02,1.0,0.01,0.01,1.0,77.4263682681127,50.0,200.0,1.0,0.01,1.0,1.0,k17,1
501,0.02,1.0,0.01,0.01,1.0,129.1549665014884,50.0,200.0,1.0,0.01,1.0,1.0,k17,1
502,0.02,1.0,0.01,0.01,1.0,215.44346900318823,50.0,200.0,1.0,0.01,1.0,1.0,k17,1
503,0.02,1.0,0.01,0.01,1.0,359.38136638046257,50.0,200.0,1.0,0.01,1.0,1.0,k17,1
504,0.02,1.0,0.01,0.01,1.0,599.4842503189409,50.0,200.0,1.0,0.01,1.0,1.0,k17,1
505,0.02,1.0,0.01,0.01,1.0,1000.0,50.0,200.0,1.0,0.01,1.0,1.0,k17,1
506,0.02,1.0,0.01,0.01,1.0,100.0,50.0,275.0,1.0,0.01,1.0,1.0,k17,1
507,0.02,1.0,0.01,0.01,1.0,10.0,50.0,275.0,1.0,0.01,1.0,1.0,k17,1
508,0.02,1.0,0.01,0.01,1.0,16.68100537200059,50.0,275.0,1.0,0.01,1.0,1.0,k17,1
509,0.02,1.0,0.01,0.01,1.0,27.825594022071243,50.0,275.0,1.0,0.01,1.0,1.0,k17,1
510,0.02,1.0,0.01,0.01,1.0,46.41588833612777,50.0,275.0,1.0,0.01,1.0,1.0,k17,1
511,0.02,1.0,0.01,0.01,1.0,77.4263682681127,50.0,275.0,1.0,0.01,1.0,1.0,k17,1
512,0.02,1.0,0.01,0.01,1.0,129.1549665014884,50.0,275.0,1.0,0.01,1.0,1.0,k17,1
513,0.02,1.0,0.01,0.01,1.0,215.44346900318823,50.0,275.0,1.0,0.01,1.0,1.0,k17,1
514,0.02,1.0,0.01,0.01,1.0,359.38136638046257,50.0,275.0,1.0,0.01,1.0,1.0,k17,1
515,0.02,1.0,0.01,0.01,1.0,599.4842503189409,50.0,275.0,1.0,0.01,1.0,1.0,k17,1
516,0.02,1.0,0.01,0.01,1.0,1000.0,50.0,275.0,1.0,0.01,1.0,1.0,k17,1
517,0.02,1.0,0.01,0.01,1.0,100.0,50.0,350.0,1.0,0.01,1.0,1.0,k17,1
518,0.02,1.0,0.01,0.01,1.0,10.0,50.0,350.0,1.0,0.01,1.0,1.0,k17,1
519,0.02,1.0,0.01,0.01,1.0,16.68100537200059,50.0,350.0,1.0,0.01,1.0,1.0,k17,1
520,0.02,1.0,0.01,0.01,1.0,27.825594022071243,50.0,350.0,1.0,0.01,1.0,1.0,k17,1
521,0.02,1.0,0.01,0.01,1.0,46.41588833612777,50.0,350.0,1.0,0.01,1.0,1.0,k17,1
522,0.02,1.0,0.01,0.01,1.0,77.4263682681127,50.0,350.0,1.0,0.01,1.0,1.0,k17,1
523,0.02,1.0,0.01,0.01,1.0,129.1549665014884,50.0,350.0,1.0,0.01,1.0,1.0,k17,1
524,0.02,1.0,0.01,0.01,1.0,215.44346900318823,50.0,350.0,1.0,0.01,1.0,1.0,k17,1
525,0.02,1.0,0.01,0.01,1.0,359.38136638046257,50.0,350.0,1.0,0.01,1.0,1.0,k17,1
526,0.02,1.0,0.01,0.01,1.0,599.4842503189409,50.0,350.0,1.0,0.01,1.0,1.0,k17,1
527,0.02,1.0,0.01,0.01,1.0,1000.0,50.0,350.0,1.0,0.01,1.0,1.0,k17,1
528,0.02,1.0,0.01,0.01,1.0,100.0,50.0,425.0,1.0,0.01,1.0,1.0,k17,3
529,0.02,1.0,0.01,0.01,1.0,10.0,50.0,425.0,1.0,0.01,1.0,1.0,k17,1
530,0.02,1.0,0.01,0.01,1.0,16.68100537200059,50.0,425.0,1.0,0.01,1.0,1.0,k17,1
531,0.02,1.0,0.01,0.01,1.0,27.825594022071243,50.0,425.0,1.0,0.01,1.0,1.0,k17,1
532,0.02,1.0,0.01,0.01,1.0,46.41588833612777,50.0,425.0,1.0,0.01,1.0,1.0,k17,1
533,0.02,1.0,0.01,0.01,1.0,77.4263682681127,50.0,425.0,1.0,0.01,1.0,1.0,k17,1
534,0.02,1.0,0.01,0.01,1.0,129.1549665014884,50.0,425.0,1.0,0.01,1.0,1.0,k17,1
535,0.02,1.0,0.01,0.01,1.0,215.44346900318823,50.0,425.0,1.0,0.01,1.0,1.0,k17,1
536,0.02,1.0,0.01,0.01,1.0,359.38136638046257,50.0,425.0,1.0,0.01,1.0,1.0,k17,1
537,0.02,1.0,0.01,0.01,1.0,599.4842503189409,50.0,425.0,1.0,0.01,1.0,1.0,k17,1
538,0.02,1.0,0.01,0.01,1.0,1000.0,50.0,425.0,1.0,0.01,1.0,1.0,k17,1
539,0.02,1.0,0.01,0.01,1.0,100.0,50.0,500.0,1.0,0.01,1.0,1.0,k17,3
540,0.02,1.0,0.01,0.01,1.0,10.0,50.0,500.0,1.0,0.01,1.0,1.0,k17,1
541,0.02,1.0,0.01,0.01,1.0,16.68100537200059,50.0,500.0,1.0,0.01,1.0,1.0,k17,1
542,0.02,1.0,0.01,0.01,1.0,27.825594022071243,50.0,500.0,1.0,0.01,1.0,1.0,k17,1
543,0.02,1.0,0.01,0.01,1.0,46.41588833612777,50.0,500.0,1.0,0.01,1.0,1.0,k17,1
544,0.02,1.0,0.01,0.01,1.0,77.4263682681127,50.0,500.0,1.0,0.01,1.0,1.0,k17,1
545,0.02,1.0,0.01,0.01,1.0,129.1549665014884,50.0,500.0,1.0,0.01,1.0,1.0,k17,1
546,0.02,1.0,0.01,0.01,1.0,215.44346900318823,50.0,500.0,1.0,0.01,1.0,1.0,k17,1
547,0.02,1.0,0.01,0.01,1.0,359.38136638046257,50.0,500.0,1.0,0.01,1.0,1.0,k17,1
548,0.02,1.0,0.01,0.01,1.0,599.4842503189409,50.0,500.0,1.0,0.01,1.0,1.0,k17,1
549,0.02,1.0,0.01,0.01,1.0,1000.0,50.0,500.0,1.0,0.01,1.0,1.0,k17,1
550,0.02,1.0,0.01,0.01,1.0,100.0,50.0,200.0,1.0,0.01,1.0,1.0,k18,1
551,0.02,1.0,0.01,0.01,1.0,100.0,10.0,200.0,1.0,0.01,1.0,1.0,k18,1
552,0.02,1.0,0.01,0.01,1.0,100.0,16.68100537200059,200.0,1.0,0.01,1.0,1.0,k18,1
553,0.02,1.0,0.01,0.01,1.0,100.0,27.825594022071243,200.0,1.0,0.01,1.0,1.0,k18,1
554,0.02,1.0,0.01,0.01,1.0,100.0,46.41588833612777,200.0,1.0,0.01,1.0,1.0,k18,1
555,0.02,1.0,0.01,0.01,1.0,100.0,77.4263682681127,200.0,1.0,0.01,1.0,1.0,k18,1
556,0.02,1.0,0.01,0.01,1.0,100.0,129.1549665014884,200.0,1.0,0.01,1.0,1.0,k18,1
557,0.02,1.0,0.01,0.01,1.0,100.0,215.44346900318823,200.0,1.0,0.01,1.0,1.0,k18,1
558,0.02,1.0,0.01,0.01,1.0,100.0,359.38136638046257,200.0,1.0,0.01,1.0,1.0,k18,1
559,0.02,1.0,0.01,0.01,1.0,100.0,599.4842503189409,200.0,1.0,0.01,1.0,1.0,k18,1
560,0.02,1.0,0.01,0.01,1.0,100.0,1000.0,200.0,1.0,0.01,1.0,1.0,k18,1
561,0.02,1.0,0.01,0.01,1.0,100.0,50.0,275.0,1.0,0.01,1.0,1.0,k18,1
562,0.02,1.0,0.01,0.01,1.0,100.0,10.0,275.0,1.0,0.01,1.0,1.0,k18,1
563,0.02,1.0,0.01,0.01,1.0,100.0,16.68100537200059,275.0,1.0,0.01,1.0,1.0,k18,0
564,0.02,1.0,0.01,0.01,1.0,100.0,27.825594022071243,275.0,1.0,0.01,1.0,1.0,k18,1
565,0.02,1.0,0.01,0.01,1.0,100.0,46.41588833612777,275.0,1.0,0.01,1.0,1.0,k18,1
566,0.02,1.0,0.01,0.01,1.0,100.0,77.4263682681127,275.0,1.0,0.01,1.0,1.0,k18,1
567,0.02,1.0,0.01,0.01,1.0,100.0,129.1549665014884,275.0,1.0,0.01,1.0,1.0,k18,1
568,0.02,1.0,0.01,0.01,1.0,100.0,215.44346900318823,275.0,1.0,0.01,1.0,1.0,k18,1
569,0.02,1.0,0.01,0.01,1.0,100.0,359.38136638046257,275.0,1.0,0.01,1.0,1.0,k18,1
570,0.02,1.0,0.01,0.01,1.0,100.0,599.4842503189409,275.0,1.0,0.01,1.0,1.0,k18,1
571,0.02,1.0,0.01,0.01,1.0,100.0,1000.0,275.0,1.0,0.01,1.0,1.0,k18,0
572,0.02,1.0,0.01,0.01,1.0,100.0,50.0,350.0,1.0,0.01,1.0,1.0,k18,1
573,0.02,1.0,0.01,0.01,1.0,100.0,10.0,350.0,1.0,0.01,1.0,1.0,k18,1
574,0.02,1.0,0.01,0.01,1.0,100.0,16.68100537200059,350.0,1.0,0.01,1.0,1.0,k18,1
575,0.02,1.0,0.01,0.01,1.0,100.0,27.825594022071243,350.0,1.0,0.01,1.0,1.0,k18,1
576,0.02,1.0,0.01,0.01,1.0,100.0,46.41588833612777,350.0,1.0,0.01,1.0,1.0,k18,1
577,0.02,1.0,0.01,0.01,1.0,100.0,77.4263682681127,350.0,1.0,0.01,1.0,1.0,k18,1
578,0.02,1.0,0.01,0.01,1.0,100.0,129.1549665014884,350.0,1.0,0.01,1.0,1.0,k18,1
579,0.02,1.0,0.01,0.01,1.0,100.0,215.44346900318823,350.0,1.0,0.01,1.0,1.0,k18,1
580,0.02,1.0,0.01,0.01,1.0,100.0,359.38136638046257,350.0,1.0,0.01,1.0,1.0,k18,1
581,0.02,1.0,0.01,0.01,1.0,100.0,599.4842503189409,350.0,1.0,0.01,1.0,1.0,k18,1
582,0.02,1.0,0.01,0.01,1.0,100.0,1000.0,350.0,1.0,0.01,1.0,1.0,k18,0
583,0.02,1.0,0.01,0.01,1.0,100.0,50.0,425.0,1.0,0.01,1.0,1.0,k18,3
584,0.02,1.0,0.01,0.01,1.0,100.0,10.0,425.0,1.0,0.01,1.0,1.0,k18,1
585,0.02,1.0,0.01,0.01,1.0,100.0,16.68100537200059,425.0,1.0,0.01,1.0,1.0,k18,1
586,0.02,1.0,0.01,0.01,1.0,100.0,27.825594022071243,425.0,1.0,0.01,1.0,1.0,k18,1
587,0.02,1.0,0.01,0.01,1.0,100.0,46.41588833612777,425.0,1.0,0.01,1.0,1.0,k18,0
588,0.02,1.0,0.01,0.01,1.0,100.0,77.4263682681127,425.0,1.0,0.01,1.0,1.0,k18,1
589,0.02,1.0,0.01,0.01,1.0,100.0,129.1549665014884,425.0,1.0,0.01,1.0,1.0,k18,1
590,0.02,1.0,0.01,0.01,1.0,100.0,215.44346900318823,425.0,1.0,0.01,1.0,1.0,k18,1
591,0.02,1.0,0.01,0.01,1.0,100.0,359.38136638046257,425.0,1.0,0.01,1.0,1.0,k18,1
592,0.02,1.0,0.01,0.01,1.0,100.0,599.4842503189409,425.0,1.0,0.01,1.0,1.0,k18,1
593,0.02,1.0,0.01,0.01,1.0,100.0,1000.0,425.0,1.0,0.01,1.0,1.0,k18,1
594,0.02,1.0,0.01,0.01,1.0,100.0,50.0,500.0,1.0,0.01,1.0,1.0,k18,3
595,0.02,1.0,0.01,0.01,1.0,100.0,10.0,500.0,1.0,0.01,1.0,1.0,k18,1
596,0.02,1.0,0.01,0.01,1.0,100.0,16.68100537200059,500.0,1.0,0.01,1.0,1.0,k18,1
597,0.02,1.0,0.01,0.01,1.0,100.0,27.825594022071243,500.0,1.0,0.01,1.0,1.0,k18,1
598,0.02,1.0,0.01,0.01,1.0,100.0,46.41588833612777,500.0,1.0,0.01,1.0,1.0,k18,3
599,0.02,1.0,0.01,0.01,1.0,100.0,77.4263682681127,500.0,1.0,0.01,1.0,1.0,k18,1
600,0.02,1.0,0.01,0.01,1.0,100.0,129.1549665014884,500.0,1.0,0.01,1.0,1.0,k18,1
601,0.02,1.0,0.01,0.01,1.0,100.0,215.44346900318823,500.0,1.0,0.01,1.0,1.0,k18,1
602,0.02,1.0,0.01,0.01,1.0,100.0,359.38136638046257,500.0,1.0,0.01,1.0,1.0,k18,1
603,0.02,1.0,0.01,0.01,1.0,100.0,599.4842503189409,500.0,1.0,0.01,1.0,1.0,k18,1
604,0.02,1.0,0.01,0.01,1.0,100.0,1000.0,500.0,1.0,0.01,1.0,1.0,k18,1
