Run Number,Path,Solution Number,Component 1,Component 2,Component 3,Component 4,Component 5,Component 6,Component 7,Component 8,Component 9,Component 10,Component 11
160,/Users/cthoyt/dev/notebooks/bit/ms/optimization/input0160/,2,216.95065866003827,16.82183081005343,134.908699022048,9.403213955331337,9.277974536808394,40.28042749621403,0.3163585484546341,51.580198117603395,6.306103406001259,1.040483452787831,31.795240486799123
160,/Users/cthoyt/dev/notebooks/bit/ms/optimization/input0160/,3,11.029380519794184,6.354267214379571,378.6467502864516,40.63443441841291,5.395963602212454,8.84916147278754,0.5164041087995559,84.19632208688411,8.088935578068579,0.22858263071682727,2.0901961021180253
161,/Users/cthoyt/dev/notebooks/bit/ms/optimization/input0161/,1,5.444399424826356,5.817684712812499,388.7465751068527,44.713643921916095,5.295015322575411,4.76609631268656,0.5202597653973455,84.82496174956721,8.111943777922733,0.2053648646416994,1.5627142852929494
162,/Users/cthoyt/dev/notebooks/bit/ms/optimization/input0162/,1,3.009555318556286,5.5807673012613215,393.4196661207062,46.76111355621839,5.248875184305437,2.716960656771384,0.5219257870102222,85.0965957081884,8.121814315123071,0.19528500664649184,1.337429785736592
163,/Users/cthoyt/dev/notebooks/bit/ms/optimization/input0163/,1,1.75456443973,5.457953002862042,395.9036612320691,47.89168787103459,5.224490803626568,1.585530965709721,0.5227811632556898,85.23605922647116,8.126867701536135,0.1901001684671917,1.2224820998989465
164,/Users/cthoyt/dev/notebooks/bit/ms/optimization/input0164/,1,1.060766061554117,5.389854145128945,397.3007603452668,48.54056180227842,5.210818749671576,0.9361851012477658,0.5232530964737963,85.3130048598581,8.129651977481275,0.1872370202495532,1.159287392739467
165,/Users/cthoyt/dev/notebooks/bit/ms/optimization/input0165/,1,90.65124025264898,2.67310664473053,10.499593757365437,17.854462916935702,35.96947773780924,32.05008331614159,0.09545376692271133,15.563114172181196,2.3933090033249176,0.6410016663228317,45.43309742036181
166,/Users/cthoyt/dev/notebooks/bit/ms/optimization/input0166/,1,89.56902569627971,2.686173803026192,11.370173173128723,17.98990432292389,35.63546834951074,31.90768717967492,0.10240849740118844,16.697037619758987,2.4933580764080743,0.6381537435934984,44.5359822107287
167,/Users/cthoyt/dev/notebooks/bit/ms/optimization/input0167/,1,89.65546173499195,2.6851362544963044,11.300439006051592,17.97900864363378,35.66202835190607,31.919135078859362,0.10185627750686081,16.60700176742296,2.485418214968693,0.6383827015771872,44.60716896412509
168,/Users/cthoyt/dev/notebooks/bit/ms/optimization/input0168/,1,89.7973219500879,2.683431070838516,11.186066075470785,17.961156017248097,35.705663079149105,31.937895237160117,0.10094874559178868,16.45903460735685,2.4723680409916335,0.6387579047432023,44.72417636775921
169,/Users/cthoyt/dev/notebooks/bit/ms/optimization/input0169/,1,90.02770982241566,2.680655623582042,11.00051968116657,17.93224045028378,35.77664467688047,31.9682879153254,0.09947163439082327,16.21820125937336,2.451123153322111,0.639365758306508,44.91466515211755
170,/Users/cthoyt/dev/notebooks/bit/ms/optimization/input0170/,1,90.39557492202856,2.6762084694975696,10.704768312886662,17.886269389305422,35.89028231510736,32.016625834783056,0.0971047759115199,15.832300420356505,2.4170704137162904,0.6403325166956612,45.22001433412418
171,/Users/cthoyt/dev/notebooks/bit/ms/optimization/input0171/,1,90.9673992851648,2.6692585797644255,10.24629315844597,17.81529206603089,36.067658957344314,32.09130270796951,0.0934052259995977,15.229112934717016,2.363817471233051,0.6418260541593903,45.69758458254623
172,/Users/cthoyt/dev/notebooks/bit/ms/optimization/input0172/,1,91.82044373708399,2.658809985848731,9.565164919451767,17.7104850438744,36.3339335985101,32.20167515896112,0.08783979716450162,14.32170605942961,2.283647212236358,0.6440335031792224,46.41667962664475
173,/Users/cthoyt/dev/notebooks/bit/ms/optimization/input0173/,1,93.01862733517089,2.643979333862157,8.614128970700465,17.56541079578773,36.7113248439458,32.35466140203102,0.07992780218124913,13.03170687737758,2.169556874779667,0.6470932280406204,47.44031817585633
174,/Users/cthoyt/dev/notebooks/bit/ms/optimization/input0174/,1,94.56792469804908,2.624555178328637,7.394155744839304,17.38143485552225,37.20520076569478,32.54903411012027,0.06953103435747165,11.3365816887182,2.019436538665683,0.6509806822024057,48.78780032471891
175,/Users/cthoyt/dev/notebooks/bit/ms/optimization/input0175/,1,96.37199826751682,2.601619766068248,5.987291904341603,17.17217854172446,37.78873139620222,32.77063684500117,0.05718461327437231,9.323578251256357,1.84088830446562,0.6554127369000233,50.39138931117577
176,/Users/cthoyt/dev/notebooks/bit/ms/optimization/input0176/,1,143.444919273508,4.221384373750224,16.54772524371458,12.99060237578905,26.22342651518383,36.89972097246144,0.1096766517495169,17.88206278524731,2.752141405416596,0.7379944194492286,52.40437487470304
177,/Users/cthoyt/dev/notebooks/bit/ms/optimization/input0177/,1,141.65953934286435,4.260281242269862,18.083705488294896,13.109019470516772,25.894506602912344,36.77262691940685,0.11835361007638252,19.296784251584107,2.8784829587279432,0.7354525383881368,51.19477364838747
178,/Users/cthoyt/dev/notebooks/bit/ms/optimization/input0178/,1,141.80383562623564,4.257145367934329,17.959258123404556,13.099365499547805,25.920873618026725,36.78297568526454,0.11765881518765553,19.183502476248186,2.868371498372769,0.7356595137052908,51.29159289364703
